Meter_id,Meter Detection,Average_volume,Category,Std of volume,Monthly changing rate,Cust_type,Max_volume,Meter_size,Min_volume,Estimated water_loss
4.03E+17,1,170.55,,162.38,0,MULTI-FAMILY,880.83,3,0.04,
4.03E+17,1,170.55,,162.38,0,BOAT DOCK,880.83,3,0.04,
4.03E+17,1,170.55,,162.38,0,RESIDENTIAL,880.83,1,0.04,
4.03E+17,1,170.55,,162.38,0,COLLEGE AND UNIVERSITY,880.83,6,0.04,
4.03E+17,1,170.55,,162.38,0,BOAT DOCK,880.83,6,0.04,
4.03E+17,1,170.55,,162.38,0,CONSOLIDATED,880.83,6,0.04,
4.03E+17,1,170.55,,162.38,0,MULTI-FAMILY,880.83,0.75,0.04,
4.03E+17,1,7.13,,2.29,-0.12,MULTI-FAMILY,14.32,0.63,0.36,
4.03E+17,1,14.48,,3.54,-0.05,RESIDENTIAL,21.39,0.63,8.09,
4.03E+17,1,2.79,,4.61,0,RESIDENTIAL,27.78,0.63,0.33,
4.03E+17,1,6.49,,3.05,-0.02,RESIDENTIAL,16.92,0.63,0.8,
4.03E+17,1,17.48,,4.18,-0.09,RESIDENTIAL,25.2,1,11.02,
4.03E+17,1,8.77,,3.39,-0.19,MULTI-FAMILY,25.7,0.63,3.62,
4.03E+17,1,16.59,,3.3,-0.02,RESIDENTIAL,24.04,1,10.05,
4.03E+17,1,10.61,,6.14,0.53,RESIDENTIAL,36.76,0.63,2.49,
4.03E+17,1,5.9,,2.37,0.17,RESIDENTIAL,14.48,1,0,
4.04E+17,1,2.22,,1.88,0.09,RESIDENTIAL,11.76,0.63,0.36,
4.04E+17,1,18.95,,5.37,-0.26,RESIDENTIAL,27.47,1,9.97,
4.04E+17,1,7.6,,2.98,0.06,RESIDENTIAL,13.89,0.63,2.81,
4.04E+17,-1,1.66,,0.15,-0.04,COMMERCIAL,0,6,-0.15,2069.17
4.04E+17,-1,1.66,,0.15,-0.04,MULTI-FAMILY,0,6,-0.15,2069.17
4.04E+17,-1,1.66,,0.15,-0.04,BOAT DOCK,0,6,-0.15,2069.17
4.04E+17,-1,1.66,,0.15,-0.04,RESIDENTIAL,0,0.75,-0.15,2069.17
4.04E+17,-1,1.66,,0.15,-0.04,HOSPITAL,0,4,-0.15,2069.17
4.04E+17,1,4.46,,1.25,0.01,RESIDENTIAL,7.6,0.63,2.24,
4.04E+17,1,31.16,,22.88,0.56,RESIDENTIAL,143.4,1,11.04,
4.04E+17,-1,,Negative Read,,,,,,,
4.04E+17,1,7.98,,1.63,-0.18,RESIDENTIAL,11.22,1,5.33,
4.04E+17,1,3.51,,1.86,0.09,RESIDENTIAL,6.47,0.63,0,
4.04E+17,1,16.05,,3.89,0.69,RESIDENTIAL,22.77,2,4.99,
4.04E+17,1,16.6,,49.97,0.11,RESIDENTIAL,280.52,1,0,
4.04E+17,1,5.6,,1.14,-0.34,RESIDENTIAL,7.48,1,3.37,
4.04E+17,1,6.33,,2.08,-0.07,MULTI-FAMILY,12.14,0.63,2.53,
4.05E+17,1,7.46,,10.39,-0.11,RESIDENTIAL,52.36,0.63,0,
4.05E+17,1,22.01,,9.94,0.08,RESIDENTIAL,44.5,0.63,7.92,
4.05E+17,1,1.41,,0.67,-0.01,MULTI-FAMILY,3.62,0.63,0.7,
4.05E+17,1,14.06,,5.81,-0.57,RESIDENTIAL,33.46,1,6.47,
4.05E+17,1,5.48,,2.54,0.01,RESIDENTIAL,12.88,0.63,2.04,
4.05E+17,1,2.49,,0.59,0,RESIDENTIAL,3.74,0.63,1.16,
4.05E+17,-1,,Negative Read,,,,,,,
4.05E+17,1,329,,687.03,0.01,MULTI-FAMILY,3596.63,4,0,
4.05E+17,1,329,,687.03,0.01,MULTI-FAMILY,3596.63,3,0,
4.05E+17,1,329,,687.03,0.01,BOAT DOCK,3596.63,6,0,
4.05E+17,1,329,,687.03,0.01,MULTI-FAMILY,3596.63,1,0,
4.05E+17,1,329,,687.03,0.01,RESIDENTIAL,3596.63,1,0,
4.05E+17,1,329,,687.03,0.01,BOAT DOCK,3596.63,4,0,
4.05E+17,1,329,,687.03,0.01,BOAT DOCK,3596.63,2,0,
4.05E+17,1,329,,687.03,0.01,MULTI-FAMILY,3596.63,0.75,0,
4.05E+17,1,329,,687.03,0.01,COMMERCIAL,3596.63,4,0,
4.05E+17,1,329,,687.03,0.01,COMMERCIAL,3596.63,6,0,
4.05E+17,1,12.16,,3.12,-0.17,RESIDENTIAL,19.02,0.63,6.77,
4.05E+17,1,5.31,,1.33,-0.09,MULTI-FAMILY,8.01,0.63,2.81,
4.05E+17,1,12.91,,12.23,0.57,RESIDENTIAL,55.74,0.63,3.4,
4.05E+17,-1,0.11,,-0.04,-0.04,SPRINKLER,-0.03,2,0.21,194.51
4.05E+17,1,3.91,,1.88,-0.15,RESIDENTIAL,11.22,0.63,1.73,
4.06E+17,1,3.08,,1.84,-0.04,COMMERCIAL,6.15,0.63,0,
4.06E+17,1,7.6,,2.16,0.02,RESIDENTIAL,16.25,0.63,3.12,
4.06E+17,1,117.08,,21.7,0.12,RESIDENTIAL,175.19,0.63,85.21,
4.06E+17,1,117.08,,21.7,0.12,MULTI-FAMILY,175.19,2,85.21,
4.06E+17,1,5.52,,0.15,-0.1,RESIDENTIAL,5.7,1,5.33,
4.06E+17,1,3.33,,1.58,-0.02,MULTI-FAMILY,7.75,0.63,0.34,
4.06E+17,1,11.05,,7.61,-0.56,RESIDENTIAL,28.31,0.63,0,
4.06E+17,1,4.3,,1.47,0.01,RESIDENTIAL,6.77,0.63,0,
4.06E+17,1,5.89,,1.49,-0.03,RESIDENTIAL,9.13,0.63,0,
4.06E+17,1,272.57,,413.99,-0.04,BOAT DOCK,3101.28,6,0,
4.06E+17,1,272.57,,413.99,-0.04,BOAT DOCK,3101.28,4,0,
4.06E+17,1,272.57,,413.99,-0.04,COMMERCIAL,3101.28,6,0,
4.06E+17,1,272.57,,413.99,-0.04,MULTI-FAMILY,3101.28,0.75,0,
4.06E+17,1,272.57,,413.99,-0.04,BOAT DOCK,3101.28,3,0,
4.06E+17,1,272.57,,413.99,-0.04,RESIDENTIAL,3101.28,0.75,0,
4.06E+17,1,272.57,,413.99,-0.04,COMMERCIAL,3101.28,4,0,
4.06E+17,1,272.57,,413.99,-0.04,COMMERCIAL,3101.28,3,0,
4.06E+17,1,11.81,,4.8,0.03,RESIDENTIAL,30.9,1,0,
4.06E+17,1,11.81,,4.8,0.03,RESIDENTIAL,30.9,1.5,0,
4.06E+17,1,16.1,,3.22,0.1,MULTI-FAMILY,25.34,0.63,12.82,
4.06E+17,1,20.45,,8.97,0.58,RESIDENTIAL,43.41,0.63,0,
4.06E+17,1,4.64,,1.86,0.04,RESIDENTIAL,8.13,0.63,1.12,
4.06E+17,1,5.27,,1.18,0,RESIDENTIAL,8.69,0.63,2.21,
4.06E+17,1,24.67,,18.23,0.54,RESIDENTIAL,57.31,1.5,0,
4.07E+17,1,12.57,,4.08,0.11,MULTI-FAMILY,32.06,0.63,8.66,
4.07E+17,1,12.02,,3.86,0.85,RESIDENTIAL,26.42,1,8.27,
4.07E+17,1,10.11,,7.39,0.22,RESIDENTIAL,35.11,0.63,1.05,
4.07E+17,1,2,,1.55,0.01,CONSOLIDATED,11.02,1,0.39,
4.07E+17,1,14.47,,5.82,-0.09,COMMERCIAL,40.7,0.63,8.09,
4.07E+17,1,8.33,,7.35,0.15,MULTI-FAMILY,45.61,0.63,1.9,
4.07E+17,1,30.23,,20.29,-0.27,CITY,80.71,2,3.54,
4.07E+17,1,106.91,,107.85,-0.02,MULTI-FAMILY,430.88,1,0,
4.07E+17,1,106.91,,107.85,-0.02,COMMERCIAL,430.88,3,0,
4.07E+17,1,106.91,,107.85,-0.02,MULTI-FAMILY,430.88,3,0,
4.07E+17,1,106.91,,107.85,-0.02,RESIDENTIAL,430.88,0.75,0,
4.07E+17,1,106.91,,107.85,-0.02,BOAT DOCK,430.88,3,0,
4.07E+17,1,106.91,,107.85,-0.02,BOAT DOCK,430.88,4,0,
4.07E+17,1,106.91,,107.85,-0.02,MULTI-FAMILY,430.88,4,0,
4.07E+17,1,106.91,,107.85,-0.02,RESIDENTIAL,430.88,1,0,
4.07E+17,1,106.91,,107.85,-0.02,HOTEL,430.88,3,0,
4.07E+17,1,7.26,,1.16,-0.02,MULTI-FAMILY,9.97,0.63,4.99,
4.07E+17,1,6.39,,2.05,0.14,RESIDENTIAL,10.69,1,3.21,
4.08E+17,1,12.38,,2.98,-0.04,CITY,21.37,1.5,3.37,
4.08E+17,1,13.18,,4.69,-0.15,RESIDENTIAL,26.86,0.63,5.3,
4.08E+17,1,17.15,,3.35,-0.13,RESIDENTIAL,25.2,1,9.84,
4.08E+17,-1,2.89,Zero Read,0.31,-0.04,BOAT DOCK,0.08,4,-0.16,8028.22
4.08E+17,-1,2.89,Zero Read,0.31,-0.04,HOTEL,0.08,3,-0.16,8028.22
4.08E+17,-1,2.89,Zero Read,0.31,-0.04,BOAT DOCK,0.08,3,-0.16,8028.22
4.08E+17,-1,2.89,Zero Read,0.31,-0.04,MULTI-FAMILY,0.08,0.75,-0.16,8028.22
4.08E+17,-1,2.89,Zero Read,0.31,-0.04,HOSPITAL,0.08,4,-0.16,8028.22
4.08E+17,-1,2.89,Zero Read,0.31,-0.04,COLLEGE AND UNIVERSITY,0.08,6,-0.16,8028.22
4.08E+17,-1,2.89,Zero Read,0.31,-0.04,COMMERCIAL,0.08,6,-0.16,8028.22
4.08E+17,-1,2.89,Zero Read,0.31,-0.04,RESIDENTIAL,0.08,0.75,-0.16,8028.22
4.08E+17,1,7.49,,2.77,0.16,RESIDENTIAL,14.84,0.63,4.26,
4.08E+17,1,7.94,,3.13,-0.32,RESIDENTIAL,19.24,0.63,4.42,
4.08E+17,1,9.44,,1.97,-0.11,MULTI-FAMILY,15.19,0.63,6.47,
4.08E+17,1,19,,5.02,-0.37,RESIDENTIAL,28.05,0.63,8.9,
4.08E+17,1,5.29,,3.03,-0.08,RESIDENTIAL,14.32,1,2.36,
4.08E+17,1,3.53,,3.7,0.26,RESIDENTIAL,12.14,1,0,
4.09E+17,1,4.25,,2.15,-0.04,CONSOLIDATED,9.84,0.63,0.33,
4.09E+17,1,11.03,,4.85,0.24,RESIDENTIAL,27.96,0.63,0,
4.09E+17,1,4.54,,2.4,-0.09,MULTI-FAMILY,10.67,1,0,
4.09E+17,1,10.33,,3.47,0,RESIDENTIAL,22.44,0.63,5.15,
4.09E+17,1,6.49,,6.15,0.16,RESIDENTIAL,34.04,1,0,
4.09E+17,1,2.42,,1.37,-0.02,CONSOLIDATED,5.89,0.63,0,
4.09E+17,1,4.52,,2.82,-0.28,RESIDENTIAL,7.99,0.63,0,
4.09E+17,1,403.24,,379.48,0.01,BOAT DOCK,2185.81,3,0,
4.09E+17,1,403.24,,379.48,0.01,BOAT DOCK,2185.81,4,0,
4.09E+17,1,403.24,,379.48,0.01,HOSPITAL,2185.81,6,0,
4.09E+17,1,403.24,,379.48,0.01,COMMERCIAL,2185.81,4,0,
4.09E+17,1,403.24,,379.48,0.01,MULTI-FAMILY,2185.81,3,0,
4.09E+17,1,403.24,,379.48,0.01,COMMERCIAL,2185.81,3,0,
4.09E+17,1,4.81,,3.47,0.01,RESIDENTIAL,15.93,0.63,0.75,
4.09E+17,1,32.09,,15.39,-0.5,RESIDENTIAL,74.68,1,7.36,
4.09E+17,1,11,,4.11,0.18,RESIDENTIAL,17.68,0.63,3.42,
4.09E+17,1,12.72,,7.22,-0.22,RESIDENTIAL,28.85,1,0.83,
4.09E+17,1,5.72,,1.28,-0.1,MULTI-FAMILY,8.75,0.63,3.1,
4.09E+17,1,24.3,,10.83,-0.15,RESIDENTIAL,49.45,1,7.87,
4.09E+17,1,32.91,,10.36,-0.11,RESIDENTIAL,47.9,1,17.56,
4.09E+17,1,0.79,,0.22,0,RESIDENTIAL,1.18,0.63,0.36,
4.09E+17,1,16.43,,4.24,0.14,RESIDENTIAL,27.86,0.63,9.62,
4.10E+17,1,10.82,,4.92,-0.25,MULTI-FAMILY,23.6,0.63,4.41,
4.10E+17,1,10.21,,7.11,0.26,RESIDENTIAL,35.16,0.63,0.8,
4.10E+17,-1,,Negative Read,,,,,,,
4.10E+17,1,29.05,,10.6,-2.42,RESIDENTIAL,45.28,1,12.77,
4.10E+17,1,6.36,,0.89,-0.05,RESIDENTIAL,8.37,0.63,4.34,
4.10E+17,1,9.58,,5.39,-0.04,RESIDENTIAL,22.07,0.63,0,
4.10E+17,1,3.97,,2,0.05,RESIDENTIAL,12.51,0.63,1.5,
4.10E+17,-1,0.01,,-0.05,-0.05,SPRINKLER,-0.03,2,0.16,175.01
4.10E+17,1,5.59,,2.52,0.21,RESIDENTIAL,9.93,0.63,0,
4.10E+17,1,168.58,,192.06,0.15,MULTI-FAMILY,828.84,0.75,0.22,
4.10E+17,1,168.58,,192.06,0.15,COMMERCIAL,828.84,1.5,0.22,
4.10E+17,1,168.58,,192.06,0.15,COMMERCIAL,828.84,3,0.22,
4.10E+17,1,168.58,,192.06,0.15,BOAT DOCK,828.84,4,0.22,
4.10E+17,1,168.58,,192.06,0.15,BOAT DOCK,828.84,3,0.22,
4.10E+17,1,168.58,,192.06,0.15,COLLEGE AND UNIVERSITY,828.84,3,0.22,
4.10E+17,-1,,Negative Read,,,,,,,
4.10E+17,1,4.13,,4.09,-0.72,MULTI-FAMILY,22.44,0.63,0,
4.10E+17,1,12.93,,2.55,0.01,MULTI-FAMILY,19.35,0.63,7.84,
4.10E+17,1,8.25,,2.7,0.04,RESIDENTIAL,14.38,0.63,2.45,
4.10E+17,1,7.59,,2.41,0,RESIDENTIAL,11.94,0.63,3.26,
4.10E+17,1,15.72,,3.02,-0.09,MULTI-FAMILY,21.71,1,9.51,
4.10E+17,1,8.78,,4.29,0.21,RESIDENTIAL,17.37,0.63,0,
4.10E+17,1,0.09,,0.26,0.02,CITY,1.18,0.63,0,
4.10E+17,1,0.43,,0.61,0.65,RESIDENTIAL,1.3,2,0,
4.10E+17,-1,-0.41,,-0.06,-0.04,SPRINKLER,-0.03,1.5,-0.08,37.97
4.11E+17,1,7.03,,2.74,0,RESIDENTIAL,13.98,0.63,2.14,
4.11E+17,1,4.99,,0.78,0,RESIDENTIAL,6.62,0.63,3.62,
4.11E+17,1,586.65,,397.55,0.05,BOAT DOCK,2208.68,3,0.04,
4.11E+17,1,586.65,,397.55,0.05,HOTEL,2208.68,4,0.04,
4.11E+17,1,586.65,,397.55,0.05,COMMERCIAL,2208.68,6,0.04,
4.11E+17,1,586.65,,397.55,0.05,MULTI-FAMILY,2208.68,4,0.04,
4.11E+17,1,586.65,,397.55,0.05,COMMERCIAL,2208.68,4,0.04,
4.11E+17,1,586.65,,397.55,0.05,COMMERCIAL,2208.68,3,0.04,
4.11E+17,1,586.65,,397.55,0.05,MULTI-FAMILY,2208.68,1,0.04,
4.11E+17,1,586.65,,397.55,0.05,BOAT DOCK,2208.68,4,0.04,
4.11E+17,1,586.65,,397.55,0.05,MULTI-FAMILY,2208.68,3,0.04,
4.11E+17,1,7.96,,2.12,-0.02,MULTI-FAMILY,12.99,0.63,4.56,
4.11E+17,1,9.43,,4.65,0.12,RESIDENTIAL,30.46,0.63,0,
4.11E+17,1,6.28,,2.95,0.12,RESIDENTIAL,11.94,0.63,0,
4.11E+17,1,15.75,,6.97,0.23,RESIDENTIAL,38.57,0.63,0.79,
4.11E+17,1,7.19,,2.79,-0.07,RESIDENTIAL,14.96,0.63,3.68,
4.11E+17,1,0.24,,0.33,0.04,RESIDENTIAL,0.99,1,0,
4.11E+17,1,8.87,,2.66,0.59,RESIDENTIAL,17.29,0.63,5.52,
4.11E+17,1,11.3,,4.54,-0.01,RESIDENTIAL,21.06,1,3.74,
4.12E+17,1,20.09,,3.59,-0.13,MULTI-FAMILY,29.02,0.63,14.08,
4.12E+17,1,16.36,,35.8,0.39,RESIDENTIAL,213.19,1,0,
4.12E+17,1,2.1,,0.42,0.25,MULTI-FAMILY,2.6,0.63,1.55,
4.12E+17,-1,0.25,,-0.04,-0.2,MULTI-FAMILY,-0.03,2,2.26,193.46
4.12E+17,1,5.32,,4.52,-0.04,MULTI-FAMILY,22.44,0.63,0.8,
4.12E+17,1,17.27,,5.85,0.44,RESIDENTIAL,33.09,1,0.37,
4.12E+17,1,18.07,,14.16,0.01,COMMERCIAL,65.28,0.63,4.78,
4.12E+17,1,152.77,,240.39,0.03,BOAT DOCK,1155.04,3,0.37,
4.12E+17,1,152.77,,240.39,0.03,BOAT DOCK,1155.04,4,0.37,
4.12E+17,1,152.77,,240.39,0.03,HOTEL,1155.04,3,0.37,
4.12E+17,1,152.77,,240.39,0.03,HOSPITAL,1155.04,4,0.37,
4.12E+17,1,152.77,,240.39,0.03,RESIDENTIAL,1155.04,0.75,0.37,
4.12E+17,1,152.77,,240.39,0.03,MULTI-FAMILY,1155.04,0.75,0.37,
4.12E+17,1,152.77,,240.39,0.03,COMMERCIAL,1155.04,1.5,0.37,
4.12E+17,1,152.77,,240.39,0.03,COMMERCIAL,1155.04,4,0.37,
4.12E+17,1,152.77,,240.39,0.03,MULTI-FAMILY,1155.04,4,0.37,
4.12E+17,1,1.78,,0.77,-0.06,RESIDENTIAL,4.18,0.63,0,
4.12E+17,-1,-0.15,,-0.05,-0.05,SPRINKLER,-0.03,2,0.18,101.7
4.12E+17,1,15.74,,3.17,0.15,RESIDENTIAL,22.81,0.63,10.06,
4.12E+17,1,7.39,,1.73,-0.1,RESIDENTIAL,10.65,0.63,3.56,
4.13E+17,1,24.13,,5.03,-4.1,RESIDENTIAL,29.43,0.63,17.37,
4.13E+17,1,9.39,,3.33,-0.2,MULTI-FAMILY,14.48,0.63,0.37,
4.13E+17,1,7.61,,12.56,0,RESIDENTIAL,74.81,1,0,
4.13E+17,1,6.84,,6.23,-0.16,RESIDENTIAL,35.32,1,0.39,
4.13E+17,1,11.49,,3.35,0.07,RESIDENTIAL,19.73,0.63,6.15,
4.13E+17,1,2.4,,0.79,-0.04,RESIDENTIAL,3.92,1,0.72,
4.13E+17,1,5.33,,1.08,0.07,RESIDENTIAL,8.42,0.63,3.16,
4.13E+17,1,8.32,,2.22,-0.08,MULTI-FAMILY,12.51,0.63,3.74,
4.13E+17,1,100.99,,140.41,0,RESIDENTIAL,538.63,0.63,0,
4.13E+17,1,100.99,,140.41,0,MULTI-FAMILY,538.63,1,0,
4.13E+17,1,100.99,,140.41,0,MULTI-FAMILY,538.63,0.75,0,
4.13E+17,1,100.99,,140.41,0,BOAT DOCK,538.63,3,0,
4.13E+17,1,100.99,,140.41,0,MULTI-FAMILY,538.63,3,0,
4.13E+17,1,100.99,,140.41,0,COMMERCIAL,538.63,4,0,
4.13E+17,1,100.99,,140.41,0,COMMERCIAL,538.63,2,0,
4.13E+17,1,100.99,,140.41,0,COMMERCIAL,538.63,3,0,
4.13E+17,1,100.99,,140.41,0,RESIDENTIAL,538.63,0.75,0,
4.13E+17,1,15.76,,41.91,-0.07,RESIDENTIAL,264.44,0.63,0.8,
4.13E+17,1,2.49,,0.99,0.04,RESIDENTIAL,5.15,0.63,0,
4.13E+17,1,0.53,,0.46,0.02,RESIDENTIAL,2.07,0.63,0,
4.14E+17,1,2.36,,0.84,0,SPRINKLER,5.07,1,0.38,
4.14E+17,1,5.74,,1.64,0.06,RESIDENTIAL,9.35,0.63,2.1,
4.14E+17,-1,,Negative Read,,,,,,,
4.14E+17,1,5.17,,1.52,-0.04,RESIDENTIAL,6.85,0.63,0.64,
4.14E+17,1,16.62,,6.53,-0.23,MULTI-FAMILY,38.63,0.63,8.46,
4.14E+17,1,9.16,,4.36,-0.19,RESIDENTIAL,26.4,1,1.9,
4.14E+17,1,11.68,,5.04,-0.15,RESIDENTIAL,26.86,0.63,5.43,
4.14E+17,1,230.93,,278.54,0.08,BOAT DOCK,953.67,3,0.37,
4.14E+17,1,230.93,,278.54,0.08,MULTI-FAMILY,953.67,0.75,0.37,
4.14E+17,1,230.93,,278.54,0.08,BOAT DOCK,953.67,4,0.37,
4.14E+17,1,230.93,,278.54,0.08,MULTI-FAMILY,953.67,4,0.37,
4.14E+17,1,230.93,,278.54,0.08,COMMERCIAL,953.67,4,0.37,
4.14E+17,1,3.99,,1.51,-0.01,MULTI-FAMILY,10.63,0.63,1.67,
4.14E+17,1,8.07,,6.09,-0.12,RESIDENTIAL,40.39,0.63,0,
4.14E+17,1,19.41,,17.21,0.1,COMMERCIAL,63.32,1,0,
4.14E+17,1,54.73,,13.83,-0.36,COMMERCIAL,95.11,2,25.7,
4.14E+17,1,4.78,,0.69,0,RESIDENTIAL,6.58,1,3.51,
4.15E+17,1,12.88,,4.4,-0.16,RESIDENTIAL,24.12,0.63,6.27,
4.15E+17,1,3.6,,1.91,-0.08,MULTI-FAMILY,8.83,0.63,0,
4.15E+17,1,8.71,,1.56,-0.04,MULTI-FAMILY,11.56,0.63,5.72,
4.15E+17,1,9.64,,3.16,0.03,MULTI-FAMILY,20.2,0.63,4.33,
4.15E+17,1,9.62,,2.03,0.04,MULTI-FAMILY,15.45,0.63,6.06,
4.15E+17,1,6.23,,2.43,0.21,RESIDENTIAL,9.72,1,0,
4.15E+17,1,11.9,,4.65,0.11,RESIDENTIAL,21.06,1,5.15,
4.15E+17,-1,0.69,Zero Read,0.17,-0.04,BOAT DOCK,0.03,6,-0.16,4391.64
4.15E+17,1,10,,1.92,0.02,RESIDENTIAL,14.03,0.63,7.25,
4.15E+17,1,5.89,,0.1,-0.19,RESIDENTIAL,5.98,0.63,5.79,
4.15E+17,1,6.57,,2.25,-0.07,RESIDENTIAL,12.77,0.63,3.62,
4.15E+17,-1,-0.13,,-0.05,-0.02,SPRINKLER,-0.03,2,0.09,77.95
4.15E+17,1,1.3,,2.34,-0.1,RESIDENTIAL,12.67,0.63,0,
4.16E+17,1,4.36,,3.31,0.37,COMMERCIAL,11.4,2,0,
4.16E+17,1,18.28,,5.33,0.05,RESIDENTIAL,27.97,0.63,2.17,
4.16E+17,1,3.49,,0.99,-0.03,RESIDENTIAL,5.8,0.63,1.55,
4.16E+17,1,4.18,,2.16,-0.13,RESIDENTIAL,12.82,1,2.42,
4.16E+17,1,1.79,,1,-0.01,MULTI-FAMILY,3.74,1,0,
4.16E+17,1,118,,142.15,0,BOAT DOCK,651.55,3,0,
4.16E+17,1,118,,142.15,0,BOAT DOCK,651.55,4,0,
4.16E+17,1,118,,142.15,0,MULTI-FAMILY,651.55,0.75,0,
4.16E+17,1,118,,142.15,0,COMMERCIAL,651.55,4,0,
4.16E+17,1,20.55,,23.6,-0.18,RESIDENTIAL,161.58,0.63,0,
4.16E+17,1,7.7,,3.6,0.18,MULTI-FAMILY,16.92,0.63,2.85,
4.16E+17,1,14.57,,4.12,0.01,RESIDENTIAL,24.94,0.63,4.94,
4.16E+17,1,14.57,,4.12,0.01,RESIDENTIAL,24.94,1,4.94,
4.16E+17,1,5.51,,5.47,0.01,RESIDENTIAL,37.4,0.63,0,
4.17E+17,1,1.54,,1.11,-0.28,RESIDENTIAL,3.26,0.63,0.36,
4.17E+17,1,4.33,,3.01,0.1,RESIDENTIAL,11.04,0.63,0,
4.17E+17,1,7.6,,1.73,-0.05,RESIDENTIAL,10.83,0.63,4.27,
4.17E+17,1,382.18,,303.54,0.02,MULTI-FAMILY,1296.47,4,0,
4.17E+17,1,382.18,,303.54,0.02,COMMERCIAL,1296.47,4,0,
4.17E+17,1,382.18,,303.54,0.02,MULTI-FAMILY,1296.47,6,0,
4.17E+17,1,382.18,,303.54,0.02,BOAT DOCK,1296.47,4,0,
4.17E+17,1,382.18,,303.54,0.02,COLLEGE AND UNIVERSITY,1296.47,3,0,
4.17E+17,1,382.18,,303.54,0.02,BOAT DOCK,1296.47,3,0,
4.17E+17,1,7.49,,2.22,-0.09,MULTI-FAMILY,12.87,0.63,2.71,
4.17E+17,1,27.55,,12.05,0.85,RESIDENTIAL,71.24,1,10.3,
4.17E+17,1,11.75,,5.61,0.02,MULTI-FAMILY,31.27,0.63,5.07,
4.17E+17,1,13.51,,2.41,0.08,RESIDENTIAL,17.45,0.63,10.47,
4.17E+17,1,10.87,,4.21,-0.1,RESIDENTIAL,20.23,0.63,0.73,
4.17E+17,1,6.03,,1.92,-0.12,RESIDENTIAL,9.67,0.63,1.93,
4.17E+17,-1,0.46,,-0.04,-0.05,COMMERCIAL,-0.03,2,1.45,120.68
4.18E+17,1,2.08,,1.34,0.04,RESIDENTIAL,4.05,1,0,
4.18E+17,1,2.97,,1.32,0.01,MULTI-FAMILY,7.21,0.63,0,
4.18E+17,1,19.21,,9.33,-0.67,RESIDENTIAL,37.87,1,1.14,
4.18E+17,1,3.12,,3.6,0.04,MULTI-FAMILY,20.66,0.63,0.71,
4.18E+17,1,77.71,,50.94,-1.59,CONSOLIDATED,204.26,2,5.21,
4.18E+17,1,9.24,,2.57,-0.16,RESIDENTIAL,14.57,1,3.31,
4.18E+17,1,1.07,,0.39,0.02,COMMERCIAL,2.45,0.63,0.67,
4.18E+17,1,322.39,,465.86,0.09,RESIDENTIAL,1754.79,1,0.2,
4.18E+17,1,322.39,,465.86,0.09,BOAT DOCK,1754.79,4,0.2,
4.18E+17,1,322.39,,465.86,0.09,MULTI-FAMILY,1754.79,3,0.2,
4.18E+17,1,322.39,,465.86,0.09,COMMERCIAL,1754.79,6,0.2,
4.18E+17,1,322.39,,465.86,0.09,MULTI-FAMILY,1754.79,0.75,0.2,
4.18E+17,1,322.39,,465.86,0.09,RESIDENTIAL,1754.79,0.75,0.2,
4.18E+17,1,322.39,,465.86,0.09,COMMERCIAL,1754.79,3,0.2,
4.18E+17,1,322.39,,465.86,0.09,COMMERCIAL,1754.79,4,0.2,
4.18E+17,1,322.39,,465.86,0.09,BOAT DOCK,1754.79,3,0.2,
4.18E+17,1,322.39,,465.86,0.09,HOTEL,1754.79,4,0.2,
4.18E+17,1,2.36,,1.78,0.14,COMMERCIAL,6.78,2,0,
4.18E+17,1,1.87,,0.78,0.06,MULTI-FAMILY,3.21,0.63,0,
4.18E+17,1,2.78,,2.36,0.01,RESIDENTIAL,11.02,0.63,0.4,
4.18E+17,1,128.47,,74.94,-2.2,RESIDENTIAL,307.56,0.63,21.36,
4.18E+17,1,14.95,,4.58,-0.04,RESIDENTIAL,25.43,0.63,7.34,
4.18E+17,1,24.36,,11.38,-0.44,RESIDENTIAL,48.86,1,9.84,
4.18E+17,1,10.53,,3.93,-0.12,MULTI-FAMILY,21.02,0.63,5.42,
4.19E+17,1,18.68,,5.11,-0.2,RESIDENTIAL,35.6,0.63,9.45,
4.19E+17,1,13.04,,5.64,-0.04,MULTI-FAMILY,26.45,0.63,4.08,
4.19E+17,-1,-0.1,Zero Read,-0.05,-0.04,SPRINKLER,-0.03,2,-0.16,188.24
4.19E+17,1,9.23,,1.29,-0.03,RESIDENTIAL,13.03,0.63,6.99,
4.19E+17,-1,,Negative Read,,,,,,,
4.19E+17,1,14.46,,2.63,0.26,RESIDENTIAL,19.87,0.63,8.33,
4.19E+17,1,248.76,,260.41,0.06,COMMERCIAL,1120.63,3,0,
4.19E+17,1,248.76,,260.41,0.06,RESIDENTIAL,1120.63,0.75,0,
4.19E+17,1,248.76,,260.41,0.06,BOAT DOCK,1120.63,4,0,
4.19E+17,1,248.76,,260.41,0.06,HOTEL,1120.63,4,0,
4.19E+17,1,248.76,,260.41,0.06,BOAT DOCK,1120.63,3,0,
4.19E+17,1,248.76,,260.41,0.06,HOTEL,1120.63,6,0,
4.19E+17,1,248.76,,260.41,0.06,MULTI-FAMILY,1120.63,0.75,0,
4.19E+17,1,248.76,,260.41,0.06,MULTI-FAMILY,1120.63,3,0,
4.19E+17,1,248.76,,260.41,0.06,COMMERCIAL,1120.63,1,0,
